priority_rank,sku_id,category,product_name,mrp_rupees,selling_price_rupees,discount_percent,available_quantity,weight_gms,is_out_of_stock,stockout_rate_pct,available_inventory_value_rupees,priority_score
208,3029,"Packaged Food","Chef's Basket Durum Wheat Penne Pasta",160.0,80.0,50,0,500,1,11.6,0.0,50
209,3109,"Packaged Food","ITC Master Chef Cheesy Corn Triangles",160.0,152.0,5,0,320,1,11.6,0.0,50
210,424,"Chocolates & Candies","Kissan Mixed Fruit Jam",155.0,155.0,0,0,500,1,11.6,0.0,50
211,1839,"Ice Cream & Desserts","Kissan Mixed Fruit Jam",155.0,155.0,0,0,500,1,11.6,0.0,50
212,3148,"Packaged Food","Kissan Mixed Fruit Jam",155.0,155.0,0,0,500,1,11.6,0.0,50
213,1014,"Cooking Essentials","Popular Essentials Phool Makhana (Jumbo Size)",150.0,128.0,14,0,100,1,12.45,0.0,50
214,2492,Munchies,"Popular Essentials Phool Makhana (Jumbo Size)",150.0,128.0,14,0,100,1,12.45,0.0,50
215,2669,"Paan Corner","Clean & Clear Morning Energy Lemon Face Wash",145.0,131.0,9,0,100,1,6.14,0.0,50
216,3401,"Personal Care","Clean & Clear Morning Energy Lemon Face Wash",145.0,131.0,9,0,100,1,6.14,0.0,50
217,1675,"Home & Cleaning","Surf Excel Easy Wash Detergent Powder",136.0,131.0,3,0,1000,1,9.84,0.0,50
218,657,"Chocolates & Candies","Yummiez Green Peas",135.0,135.0,0,0,500,1,11.6,0.0,50
219,2072,"Ice Cream & Desserts","Yummiez Green Peas",135.0,135.0,0,0,500,1,11.6,0.0,50
220,3381,"Packaged Food","Yummiez Green Peas",135.0,135.0,0,0,500,1,11.6,0.0,50
221,2660,"Paan Corner","Bajaj Almond Drops Hair Oil Bottle",130.0,120.0,7,0,200,1,6.14,0.0,50
222,3392,"Personal Care","Bajaj Almond Drops Hair Oil Bottle",130.0,120.0,7,0,200,1,6.14,0.0,50
223,1138,"Cooking Essentials","Tata Sampann Kala Chana",125.0,125.0,0,0,1000,1,12.45,0.0,50
224,2616,Munchies,"Tata Sampann Kala Chana",125.0,125.0,0,0,1000,1,12.45,0.0,50
225,850,"Cooking Essentials","Fortune Besan Flour",120.0,120.0,0,0,1000,1,12.45,0.0,50
226,2328,Munchies,"Fortune Besan Flour",120.0,120.0,0,0,1000,1,12.45,0.0,50
227,2959,"Paan Corner","Sensodyne Sensitive Fresh Gel Toothpaste",115.0,106.0,7,0,75,1,6.14,0.0,50
228,3691,"Personal Care","Sensodyne Sensitive Fresh Gel Toothpaste",115.0,106.0,7,0,75,1,6.14,0.0,50
229,894,"Cooking Essentials","Keya Italian Pizza Oregano",109.0,97.0,11,0,80,1,12.45,0.0,50
230,2372,Munchies,"Keya Italian Pizza Oregano",109.0,97.0,11,0,80,1,12.45,0.0,50
231,2713,"Paan Corner","Dettol Original Liquid Handwash Refill",109.0,105.0,3,0,750,1,6.14,0.0,50
232,3445,"Personal Care","Dettol Original Liquid Handwash Refill",109.0,105.0,3,0,750,1,6.14,0.0,50
233,345,"Chocolates & Candies","Ching's Secret Veg Hakka Noodles",107.0,107.0,0,0,600,1,11.6,0.0,50
234,756,"Cooking Essentials","Ching's Secret Veg Hakka Noodles",107.0,107.0,0,0,600,1,12.45,0.0,50
235,1760,"Ice Cream & Desserts","Ching's Secret Veg Hakka Noodles",107.0,107.0,0,0,600,1,11.6,0.0,50
236,2234,Munchies,"Ching's Secret Veg Hakka Noodles",107.0,107.0,0,0,600,1,12.45,0.0,50
237,3069,"Packaged Food","Ching's Secret Veg Hakka Noodles",107.0,107.0,0,0,600,1,11.6,0.0,50
238,1415,"Health & Hygiene","Dabur Honitus Herbal Cough Remedy Ayurvedic Syrup",105.0,89.0,15,0,100,1,13.4,0.0,50
239,1117,"Cooking Essentials","Sugarlite 50% Less Calories Sugar Pouch",99.0,59.0,40,0,500,1,12.45,0.0,50
240,2595,Munchies,"Sugarlite 50% Less Calories Sugar Pouch",99.0,59.0,40,0,500,1,12.45,0.0,50
241,1136,"Cooking Essentials","Tata Sampann High Protien Toor Dal - Split",91.0,89.0,2,0,500,1,12.45,0.0,50
242,2614,Munchies,"Tata Sampann High Protien Toor Dal - Split",91.0,89.0,2,0,500,1,12.45,0.0,50
243,763,"Cooking Essentials","Daawat Rozana Gold Basmati Rice",90.0,89.0,1,0,1000,1,12.45,0.0,50
244,1604,"Home & Cleaning","Odomos Mosquito Repellent Spray",90.0,82.0,8,0,100,1,9.84,0.0,50
245,2241,Munchies,"Daawat Rozana Gold Basmati Rice",90.0,89.0,1,0,1000,1,12.45,0.0,50
246,2674,"Paan Corner","Closeup Everfresh+ Anti-Germ Gel Toothpaste Red Hot",90.0,81.0,10,0,150,1,6.14,0.0,50
247,3406,"Personal Care","Closeup Everfresh+ Anti-Germ Gel Toothpaste Red Hot",90.0,81.0,10,0,150,1,6.14,0.0,50
248,1650,"Home & Cleaning","Rin Detergent Powder",86.0,84.0,2,0,1000,1,9.84,0.0,50
249,2913,"Paan Corner","Oxylife Natural Radiance 5 Creme Bleach - With Active Oxygen",82.0,74.0,9,0,27,1,6.14,0.0,50
250,3645,"Personal Care","Oxylife Natural Radiance 5 Creme Bleach - With Active Oxygen",82.0,74.0,9,0,27,1,6.14,0.0,50
251,1653,"Home & Cleaning","Scotch BOPP Packaging Tape",80.0,68.0,15,0,58,1,9.84,0.0,50
252,764,"Cooking Essentials","Daawat Rozana Super Basmati Rice",79.0,79.0,0,0,1000,1,12.45,0.0,50
253,2242,Munchies,"Daawat Rozana Super Basmati Rice",79.0,79.0,0,0,1000,1,12.45,0.0,50
254,1037,"Cooking Essentials","Popular Essentials Sona Masouri Raw Rice",75.0,75.0,0,0,1000,1,12.45,0.0,50
255,2515,Munchies,"Popular Essentials Sona Masouri Raw Rice",75.0,75.0,0,0,1000,1,12.45,0.0,50
256,810,"Cooking Essentials","Everest Coriander Powder",70.0,63.0,10,0,200,1,12.45,0.0,50
257,2288,Munchies,"Everest Coriander Powder",70.0,63.0,10,0,200,1,12.45,0.0,50
258,627,"Chocolates & Candies","Veeba Favourites Eggless Burger Mayonnaise",69.0,63.0,8,0,250,1,11.6,0.0,50
259,2042,"Ice Cream & Desserts","Veeba Favourites Eggless Burger Mayonnaise",69.0,63.0,8,0,250,1,11.6,0.0,50
260,3351,"Packaged Food","Veeba Favourites Eggless Burger Mayonnaise",69.0,63.0,8,0,250,1,11.6,0.0,50
261,843,"Cooking Essentials","Everest Turmeric Powder",67.0,60.0,10,0,200,1,12.45,0.0,50
262,2321,Munchies,"Everest Turmeric Powder",67.0,60.0,10,0,200,1,12.45,0.0,50
263,2659,"Paan Corner","Bajaj Almond Drops Hair Oil",67.0,60.0,10,0,100,1,6.14,0.0,50
264,3391,"Personal Care","Bajaj Almond Drops Hair Oil",67.0,60.0,10,0,100,1,6.14,0.0,50
265,804,"Cooking Essentials","Everest Chat Masala",65.0,59.0,9,0,100,1,12.45,0.0,50
266,1663,"Home & Cleaning","Scotch-Brite Scrub Sponge Ideal For Dishwash Liquid",65.0,59.0,9,0,116,1,9.84,0.0,50
267,2282,Munchies,"Everest Chat Masala",65.0,59.0,9,0,100,1,12.45,0.0,50
268,1134,"Cooking Essentials","Tata Sampann High Protien Chana Dal - Split",64.0,64.0,0,0,500,1,12.45,0.0,50
269,2612,Munchies,"Tata Sampann High Protien Chana Dal - Split",64.0,64.0,0,0,500,1,12.45,0.0,50
270,397,"Chocolates & Candies","Kellogg's Chocos Combo Pack",60.0,56.0,6,0,156,1,11.6,0.0,50
271,444,"Chocolates & Candies","Lijjat Moong Papad",60.0,57.0,5,0,200,1,11.6,0.0,50
272,446,"Chocolates & Candies","Lijjat Urad Papad",60.0,57.0,5,0,200,1,11.6,0.0,50
273,966,"Cooking Essentials","Popular Essentials Black Raisins Seedless",60.0,54.0,10,0,100,1,12.45,0.0,50
274,1031,"Cooking Essentials","Popular Essentials Sabja/Basil Seeds",60.0,51.0,15,0,100,1,12.45,0.0,50
275,1812,"Ice Cream & Desserts","Kellogg's Chocos Combo Pack",60.0,56.0,6,0,156,1,11.6,0.0,50
276,1859,"Ice Cream & Desserts","Lijjat Moong Papad",60.0,57.0,5,0,200,1,11.6,0.0,50
277,1861,"Ice Cream & Desserts","Lijjat Urad Papad",60.0,57.0,5,0,200,1,11.6,0.0,50
278,2444,Munchies,"Popular Essentials Black Raisins Seedless",60.0,54.0,10,0,100,1,12.45,0.0,50
279,2509,Munchies,"Popular Essentials Sabja/Basil Seeds",60.0,51.0,15,0,100,1,12.45,0.0,50
280,3121,"Packaged Food","Kellogg's Chocos Combo Pack",60.0,56.0,6,0,156,1,11.6,0.0,50
281,3168,"Packaged Food","Lijjat Moong Papad",60.0,57.0,5,0,200,1,11.6,0.0,50
282,3170,"Packaged Food","Lijjat Urad Papad",60.0,57.0,5,0,200,1,11.6,0.0,50
283,919,"Cooking Essentials","Maggi Masala Ae Magic",58.0,54.0,6,0,72,1,12.45,0.0,50
284,2397,Munchies,"Maggi Masala Ae Magic",58.0,54.0,6,0,72,1,12.45,0.0,50
285,1435,"Health & Hygiene","Eno Cooling Sachets - Cool Mint, 6 Pieces Carton",54.0,48.0,11,0,5,1,13.4,0.0,50
286,708,"Cooking Essentials","Aashirvaad Superior MP Whole Wheat Atta",53.0,52.0,1,0,1000,1,12.45,0.0,50
287,2186,Munchies,"Aashirvaad Superior MP Whole Wheat Atta",53.0,52.0,1,0,1000,1,12.45,0.0,50
288,495,"Chocolates & Candies","Mother's Recipe Ginger And Garlic Paste",50.0,38.0,24,0,200,1,11.6,0.0,50
289,769,"Cooking Essentials","Dabur Ginger Garlic Paste",50.0,47.0,6,0,200,1,12.45,0.0,50
290,1910,"Ice Cream & Desserts","Mother's Recipe Ginger And Garlic Paste",50.0,38.0,24,0,200,1,11.6,0.0,50
291,2247,Munchies,"Dabur Ginger Garlic Paste",50.0,47.0,6,0,200,1,12.45,0.0,50
292,3219,"Packaged Food","Mother's Recipe Ginger And Garlic Paste",50.0,38.0,24,0,200,1,11.6,0.0,50
293,584,"Chocolates & Candies","Sunfeast Yippee! Magic Masala Noodles",48.0,45.0,6,0,240,1,11.6,0.0,50
294,1125,"Cooking Essentials","Sunfeast Yippee! Magic Masala Noodles",48.0,45.0,6,0,240,1,12.45,0.0,50
295,1999,"Ice Cream & Desserts","Sunfeast Yippee! Magic Masala Noodles",48.0,45.0,6,0,240,1,11.6,0.0,50
296,2603,Munchies,"Sunfeast Yippee! Magic Masala Noodles",48.0,45.0,6,0,240,1,12.45,0.0,50
297,3308,"Packaged Food","Sunfeast Yippee! Magic Masala Noodles",48.0,45.0,6,0,240,1,11.6,0.0,50
298,1689,"Home & Cleaning","Vim Dishwash Bar",45.0,45.0,0,0,600,1,9.84,0.0,50
299,970,"Cooking Essentials","Popular Essentials Brown Sugar",40.0,40.0,0,0,500,1,12.45,0.0,50
300,2448,Munchies,"Popular Essentials Brown Sugar",40.0,40.0,0,0,500,1,12.45,0.0,50
301,1362,"Fruits & Vegetables","Moong Sprouts",35.0,29.0,17,0,200,1,6.45,0.0,50
302,1486,"Health & Hygiene","Whisper Choice Sanitary Pad",32.0,29.0,9,0,406,1,13.4,0.0,50
303,2990,"Paan Corner","Whisper Choice Sanitary Pad",32.0,29.0,9,0,406,1,6.14,0.0,50
304,3722,"Personal Care","Whisper Choice Sanitary Pad",32.0,29.0,9,0,406,1,6.14,0.0,50
305,506,"Chocolates & Candies","Mother's Recipe Potato Papad",31.0,28.0,9,0,70,1,11.6,0.0,50
306,510,"Chocolates & Candies","Mothers Recipe Papad - Sabudana With Rock Salt",31.0,28.0,9,0,70,1,11.6,0.0,50
307,1921,"Ice Cream & Desserts","Mother's Recipe Potato Papad",31.0,28.0,9,0,70,1,11.6,0.0,50
308,1925,"Ice Cream & Desserts","Mothers Recipe Papad - Sabudana With Rock Salt",31.0,28.0,9,0,70,1,11.6,0.0,50
309,3230,"Packaged Food","Mother's Recipe Potato Papad",31.0,28.0,9,0,70,1,11.6,0.0,50
310,3234,"Packaged Food","Mothers Recipe Papad - Sabudana With Rock Salt",31.0,28.0,9,0,70,1,11.6,0.0,50
311,580,"Chocolates & Candies","Sunfeast Pasta Treat Pack of Tomato Cheese",28.0,23.0,17,0,65,1,11.6,0.0,50
312,1123,"Cooking Essentials","Sunfeast Pasta Treat Pack of Tomato Cheese",28.0,23.0,17,0,65,1,12.45,0.0,50
313,1995,"Ice Cream & Desserts","Sunfeast Pasta Treat Pack of Tomato Cheese",28.0,23.0,17,0,65,1,11.6,0.0,50
314,2601,Munchies,"Sunfeast Pasta Treat Pack of Tomato Cheese",28.0,23.0,17,0,65,1,12.45,0.0,50
315,3304,"Packaged Food","Sunfeast Pasta Treat Pack of Tomato Cheese",28.0,23.0,17,0,65,1,11.6,0.0,50
316,352,"Chocolates & Candies","Dabur Hommade - Imli Sauce Saunth",20.0,18.0,10,0,100,1,11.6,0.0,50
317,1767,"Ice Cream & Desserts","Dabur Hommade - Imli Sauce Saunth",20.0,18.0,10,0,100,1,11.6,0.0,50
318,3076,"Packaged Food","Dabur Hommade - Imli Sauce Saunth",20.0,18.0,10,0,100,1,11.6,0.0,50
319,1337,"Fruits & Vegetables",Carrot,13.0,11.0,15,0,250,1,6.45,0.0,50
320,1531,"Home & Cleaning","Chakaachak Super Steel Scrubber",12.0,11.0,8,0,58,1,9.84,0.0,50
321,1325,"Fruits & Vegetables",Beetroot,11.0,9.0,18,0,250,1,6.45,0.0,50
322,1678,"Home & Cleaning","Surf Excel Matic Powder Front Load",810.0,750.0,7,2,4000,0,9.84,1500.0,45
323,549,"Chocolates & Candies","Pedigree Puppy Dry Dog Food Food Chicken & Milk",690.0,648.0,6,2,3000,0,11.6,1296.0,45
324,1964,"Ice Cream & Desserts","Pedigree Puppy Dry Dog Food Food Chicken & Milk",690.0,648.0,6,2,3000,0,11.6,1296.0,45
325,3273,"Packaged Food","Pedigree Puppy Dry Dog Food Food Chicken & Milk",690.0,648.0,6,2,3000,0,11.6,1296.0,45
326,544,"Chocolates & Candies","Pedigree Dog Food Adult Chicken & Veg",660.0,594.0,10,1,3000,0,11.6,594.0,45
327,545,"Chocolates & Candies","Pedigree Dog Food Adult Meat & Rice",660.0,608.0,7,2,3000,0,11.6,1216.0,45
328,1959,"Ice Cream & Desserts","Pedigree Dog Food Adult Chicken & Veg",660.0,594.0,10,1,3000,0,11.6,594.0,45
329,1960,"Ice Cream & Desserts","Pedigree Dog Food Adult Meat & Rice",660.0,608.0,7,2,3000,0,11.6,1216.0,45
330,3268,"Packaged Food","Pedigree Dog Food Adult Chicken & Veg",660.0,594.0,10,1,3000,0,11.6,594.0,45
331,3269,"Packaged Food","Pedigree Dog Food Adult Meat & Rice",660.0,608.0,7,2,3000,0,11.6,1216.0,45
332,1682,"Home & Cleaning","Surf Excel Quick Wash",600.0,549.0,8,1,4000,0,9.84,549.0,45
333,524,"Chocolates & Candies","Organic India Apple Cider Vinegar",595.0,536.0,9,2,500,0,11.6,1072.0,45
334,1939,"Ice Cream & Desserts","Organic India Apple Cider Vinegar",595.0,536.0,9,2,500,0,11.6,1072.0,45
335,3248,"Packaged Food","Organic India Apple Cider Vinegar",595.0,536.0,9,2,500,0,11.6,1072.0,45
336,361,"Chocolates & Candies","Del Monte Pitted Green Olives",250.0,250.0,0,0,450,1,11.6,0.0,45
337,1776,"Ice Cream & Desserts","Del Monte Pitted Green Olives",250.0,250.0,0,0,450,1,11.6,0.0,45
338,3085,"Packaged Food","Del Monte Pitted Green Olives",250.0,250.0,0,0,450,1,11.6,0.0,45
339,660,"Chocolates & Candies","Zorabian Chicken Kheema Parathas",190.0,190.0,0,0,300,1,11.6,0.0,45
340,1176,"Cooking Essentials","Zorabian Chicken Kheema Parathas",190.0,190.0,0,0,300,1,12.45,0.0,45
341,2075,"Ice Cream & Desserts","Zorabian Chicken Kheema Parathas",190.0,190.0,0,0,300,1,11.6,0.0,45
342,2654,Munchies,"Zorabian Chicken Kheema Parathas",190.0,190.0,0,0,300,1,12.45,0.0,45
343,3384,"Packaged Food","Zorabian Chicken Kheema Parathas",190.0,190.0,0,0,300,1,11.6,0.0,45
344,378,"Chocolates & Candies","Godrej Yummiez Chicken Breakfast Salami",150.0,143.0,4,0,250,1,11.6,0.0,45
345,868,"Cooking Essentials","Godrej Yummiez Chicken Breakfast Salami",150.0,143.0,4,0,250,1,12.45,0.0,45
346,1793,"Ice Cream & Desserts","Godrej Yummiez Chicken Breakfast Salami",150.0,143.0,4,0,250,1,11.6,0.0,45
347,2346,Munchies,"Godrej Yummiez Chicken Breakfast Salami",150.0,143.0,4,0,250,1,12.45,0.0,45
348,3102,"Packaged Food","Godrej Yummiez Chicken Breakfast Salami",150.0,143.0,4,0,250,1,11.6,0.0,45
349,2935,"Paan Corner","Parachute 100% Pure Coconut Oil",123.0,123.0,0,0,300,1,6.14,0.0,45
350,3667,"Personal Care","Parachute 100% Pure Coconut Oil",123.0,123.0,0,0,300,1,6.14,0.0,45
351,833,"Cooking Essentials","Everest Saffron Kesar",120.0,120.0,0,0,1,1,12.45,0.0,45
352,2311,Munchies,"Everest Saffron Kesar",120.0,120.0,0,0,1,1,12.45,0.0,45
353,1423,"Health & Hygiene","Dettol Effective Protection Antiseptic Liquid",116.0,116.0,0,0,250,1,13.4,0.0,45
354,1545,"Home & Cleaning","Dettol Effective Protection Antiseptic Liquid",116.0,116.0,0,0,250,1,9.84,0.0,45
355,2779,"Paan Corner","Godrej Cinthol Lime Refreshing Deo Soap",116.0,116.0,0,0,400,1,6.14,0.0,45
356,3511,"Personal Care","Godrej Cinthol Lime Refreshing Deo Soap",116.0,116.0,0,0,400,1,6.14,0.0,45
357,501,"Chocolates & Candies","Mother's Recipe Mixed Pickle",115.0,110.0,4,0,400,1,11.6,0.0,45
358,1916,"Ice Cream & Desserts","Mother's Recipe Mixed Pickle",115.0,110.0,4,0,400,1,11.6,0.0,45
359,3225,"Packaged Food","Mother's Recipe Mixed Pickle",115.0,110.0,4,0,400,1,11.6,0.0,45
360,1522,"Home & Cleaning","Chakaachak Eazo Grass Broom New",105.0,102.0,2,0,58,1,9.84,0.0,45
361,944,"Cooking Essentials","Patanjali Pure Honey",95.0,95.0,0,0,250,1,12.45,0.0,45
362,2422,Munchies,"Patanjali Pure Honey",95.0,95.0,0,0,250,1,12.45,0.0,45
363,1482,"Health & Hygiene","Whisper Bindazzz Nights XL + Sanitary Pad",90.0,90.0,0,0,406,1,13.4,0.0,45
364,1483,"Health & Hygiene","Whisper Choice Regular Sanitary Pads",90.0,87.0,3,0,58,1,13.4,0.0,45
365,2986,"Paan Corner","Whisper Bindazzz Nights XL + Sanitary Pad",90.0,90.0,0,0,406,1,6.14,0.0,45
366,2987,"Paan Corner","Whisper Choice Regular Sanitary Pads",90.0,87.0,3,0,58,1,6.14,0.0,45
367,3718,"Personal Care","Whisper Bindazzz Nights XL + Sanitary Pad",90.0,90.0,0,0,406,1,6.14,0.0,45
368,3719,"Personal Care","Whisper Choice Regular Sanitary Pads",90.0,87.0,3,0,58,1,6.14,0.0,45
369,1570,"Home & Cleaning","Godrej Good Night Gold Flash Liquid Vapouriser",89.0,89.0,0,0,60,1,9.84,0.0,45
370,281,"Chocolates & Candies","Amul Cheese Spread Spicy Garlic",85.0,82.0,3,0,200,1,11.6,0.0,45
371,282,"Chocolates & Candies","Amul Cheese Spread Yummy Plain",85.0,85.0,0,0,200,1,11.6,0.0,45
372,654,"Chocolates & Candies","Yummiez American Sweet Corn",85.0,85.0,0,0,400,1,11.6,0.0,45
373,1696,"Ice Cream & Desserts","Amul Cheese Spread Spicy Garlic",85.0,82.0,3,0,200,1,11.6,0.0,45
374,1697,"Ice Cream & Desserts","Amul Cheese Spread Yummy Plain",85.0,85.0,0,0,200,1,11.6,0.0,45
375,2069,"Ice Cream & Desserts","Yummiez American Sweet Corn",85.0,85.0,0,0,400,1,11.6,0.0,45
376,3005,"Packaged Food","Amul Cheese Spread Spicy Garlic",85.0,82.0,3,0,200,1,11.6,0.0,45
377,3006,"Packaged Food","Amul Cheese Spread Yummy Plain",85.0,85.0,0,0,200,1,11.6,0.0,45
378,3378,"Packaged Food","Yummiez American Sweet Corn",85.0,85.0,0,0,400,1,11.6,0.0,45
379,2789,"Paan Corner","Godrej No.1 Bathing Soap, Jasmine",84.0,84.0,0,0,400,1,6.14,0.0,45
380,3521,"Personal Care","Godrej No.1 Bathing Soap, Jasmine",84.0,84.0,0,0,400,1,6.14,0.0,45
381,365,"Chocolates & Candies","Dr Oetker Cucumber & Carrot Sandwich Spread Veg",79.0,79.0,0,0,250,1,11.6,0.0,45
382,1780,"Ice Cream & Desserts","Dr Oetker Cucumber & Carrot Sandwich Spread Veg",79.0,79.0,0,0,250,1,11.6,0.0,45
383,3089,"Packaged Food","Dr Oetker Cucumber & Carrot Sandwich Spread Veg",79.0,79.0,0,0,250,1,11.6,0.0,45
384,471,"Chocolates & Candies","Maggi Special Masala Spicy Yummy Noodles",72.0,72.0,0,0,280,1,11.6,0.0,45
385,920,"Cooking Essentials","Maggi Special Masala Spicy Yummy Noodles",72.0,72.0,0,0,280,1,12.45,0.0,45
386,1886,"Ice Cream & Desserts","Maggi Special Masala Spicy Yummy Noodles",72.0,72.0,0,0,280,1,11.6,0.0,45
387,2398,Munchies,"Maggi Special Masala Spicy Yummy Noodles",72.0,72.0,0,0,280,1,12.45,0.0,45
388,3195,"Packaged Food","Maggi Special Masala Spicy Yummy Noodles",72.0,72.0,0,0,280,1,11.6,0.0,45
389,711,"Cooking Essentials","Amul Fresh Cream",63.0,63.0,0,0,250,1,12.45,0.0,45
390,2189,Munchies,"Amul Fresh Cream",63.0,63.0,0,0,250,1,12.45,0.0,45
391,1441,"Health & Hygiene","Fine Life Cotton Balls",60.0,60.0,0,0,50,1,13.4,0.0,45
392,359,"Chocolates & Candies","Del Monte Natural Vinegar",55.0,53.0,3,0,180,1,11.6,0.0,45
393,364,"Chocolates & Candies","Del Monte Schezwan Sauce",55.0,55.0,0,0,190,1,11.6,0.0,45
394,1774,"Ice Cream & Desserts","Del Monte Natural Vinegar",55.0,53.0,3,0,180,1,11.6,0.0,45
395,1779,"Ice Cream & Desserts","Del Monte Schezwan Sauce",55.0,55.0,0,0,190,1,11.6,0.0,45
396,3083,"Packaged Food","Del Monte Natural Vinegar",55.0,53.0,3,0,180,1,11.6,0.0,45
397,3088,"Packaged Food","Del Monte Schezwan Sauce",55.0,55.0,0,0,190,1,11.6,0.0,45
398,464,"Chocolates & Candies","Maggi Chilly Chow Cuppa Noodles",50.0,50.0,0,0,70,1,11.6,0.0,45
399,914,"Cooking Essentials","Maggi Chilly Chow Cuppa Noodles",50.0,50.0,0,0,70,1,12.45,0.0,45
400,977,"Cooking Essentials","Popular Essentials Chia Seeds",50.0,49.0,2,0,100,1,12.45,0.0,45
401,1879,"Ice Cream & Desserts","Maggi Chilly Chow Cuppa Noodles",50.0,50.0,0,0,70,1,11.6,0.0,45
402,2392,Munchies,"Maggi Chilly Chow Cuppa Noodles",50.0,50.0,0,0,70,1,12.45,0.0,45
403,2455,Munchies,"Popular Essentials Chia Seeds",50.0,49.0,2,0,100,1,12.45,0.0,45
404,3188,"Packaged Food","Maggi Chilly Chow Cuppa Noodles",50.0,50.0,0,0,70,1,11.6,0.0,45
405,1167,"Cooking Essentials","Weikfield Falooda Mix - Mango",49.0,48.0,2,0,200,1,12.45,0.0,45
406,2645,Munchies,"Weikfield Falooda Mix - Mango",49.0,48.0,2,0,200,1,12.45,0.0,45
407,2700,"Paan Corner","Dabur Gulabari Premium Rose Water",48.0,47.0,2,0,120,1,6.14,0.0,45
